ultimo_mes_uva,uva_ultimo,ultimo_mes_tasa,tasa_uva_ultima,ultimo_mes_ripte,ultimo_mes_salarios,factor_may25_a_ago26
2026-09-01,2116.04,2026-08-01,6.91,2026-07-01,2026-06-01,1.409
