variable,grupo,muestra_hogares,hogares,pct_de_inquilinos,ingreso_mediano,pct_con_ingreso_demostrable,pct_pasan_cuota_y_anticipo,pct_elegible,ic95_inf,ic95_sup,hogares_elegibles
fuentes_trabajo,1 trabajo,647,450359.25,36.17960170318193,1621741.8987305195,50.823314942459824,9.841194788849803,5.27163669747837,3.302911220010744,7.618816656954816,23741.303493488358
fuentes_trabajo,2 o más trabajos,755,690942.5,55.506852473443764,2817965.667689445,69.43309320240107,24.94141177510949,18.967111200495136,15.705243759850314,22.161689367784735,131051.83230648111
fuentes_trabajo,Sin trabajo en el hogar,205,103486.0,8.313545823374307,916863.1277169823,0.0,3.1220980617527405,0.0,0.0,0.0,0.0
detalle_trabajo,1 persona con 1 trabajo,647,450359.25,36.17960170318193,1621741.8987305195,50.823314942459824,9.841194788849803,5.27163669747837,3.302911220010744,7.618816656954816,23741.303493488358
detalle_trabajo,1 persona con 2 o más trabajos,150,90998.75,7.310382834342642,1869784.9581406608,47.851756205442385,17.798393905042754,5.697974623215484,2.2124023472451095,10.14713198283727,5185.085682443301
detalle_trabajo,2 o más personas trabajando,614,599943.75,48.196469639101124,2963090.8995754514,72.70652457001177,26.024856177028393,20.979757956314707,17.45535583495112,24.77839134068267,125866.74662403783
detalle_trabajo,Sin trabajo en el hogar,205,103486.0,8.313545823374307,916863.1277169823,0.0,3.1220980617527405,0.0,0.0,0.0,0.0
