mes_pico,stock_pico_billones,mes_minimo,stock_minimo_billones,mes_ultimo,stock_ultimo_billones,pct_del_pico,mes_ultima_tasa,tasa_uva_ultima
2018-05,14.1,2024-06,0.56,2026-06,7.37,52.3,2026-08,6.91
